RestaurantID,Cuisine,NumberOfReviews,Rating
DTKKEogIt2wQm4UULYVGug,Mexican,687,3.5
u1KX3yw6L7pg1rbFl_Sx3Q,Mexican,91,4
B-bx4pZXrat0D25vde2bJQ,Mexican,130,3.5
MxrjY6myVl8vK0YvCT4r4g,Mexican,41,4
rbAxZRKdMoMxeonDTmooFg,Mexican,487,3.5
TgoYhgbPCYhLBNtpue3QHg,Mexican,745,3.5
r5NT8-nV4py2c-mppTKucQ,Mexican,208,4
4bSYj9nl_mAXIqpA2loIag,Mexican,58,3.5
3lACGsU8feB0RXhAVGOc8g,Mexican,374,3.5
Jh6bSOaw0ftGh9ONiwr7nA,Mexican,160,4
jYAqup9AF9N9wYAWYanZ-A,Mexican,761,3.5
M1YYZ9cTVuMXLji_XF6rzg,Mexican,1024,3.5
Jb6g3-HKC__8X1i-PcekJw,Mexican,447,3.5
E_oFzRY-7j9T04qHkORCsw,Mexican,140,3.5
V5hpSbA41oFAIzvZlv_1vQ,Mexican,181,3.5
FavssEgZjXFi2unEXePkVQ,Mexican,240,3.5
0oRYwB_SLqjHptvUQwwe2w,Mexican,183,3.5
YsDmYRzJo3kiwZvIe1r0Fg,Mexican,463,3.5
dYWjNK07igws9jFNgQmhng,Mexican,1291,3.5
V7_IQ1ab69JilAlgrSnMXg,Mexican,227,3.5
E4bvZKVGLolSwNBPjw2JMA,Mexican,47,4
qQIF8nQE1eliKObIlFvBaQ,Mexican,251,4
NcIUA8l_kmbPEwqI9lzELg,Mexican,527,3.5
m8z1eTTetr-JbSM1HU2t6Q,Mexican,39,4.5
phfxciZ6-Hch_HbW_tvm_A,Mexican,221,4
hlc6c-3N_rOvO_XwOGEYRw,Mexican,110,3
Wm6vj0ekRAzZnaeaBEkOag,Mexican,1449,4
yKPRuBvD3ScCc18QrZ4Y6w,Mexican,144,3.5
bwvd5ZwBTXdpCwJktU-P8g,Mexican,108,4.5
d7YbQzGlmawMGAzUHzZvuw,Mexican,958,3.5
xIi-TO8iDQCy1ZSHe11_Zw,Mexican,190,3
xWLSJOiN1mMRHmBmHyjAfw,Mexican,154,3.5
HKBJGt04_ZSdiIWA_6J8kQ,Mexican,570,3.5
oux6Pz_hRhJIiGs8EuT6pg,Mexican,45,5
VIIfYEzIppjps0K_J_8zLg,Mexican,537,3.5
FeSZi6LBCcAIipoSua6dXg,Mexican,73,3.5
hKkPlYmHoS9Nb_UbGGqx8A,Mexican,149,4
SXWnyFNLCehVlJPRxk7gAg,Mexican,228,3.5
2hmhZim4bX2lbjPSNc7LaA,Mexican,366,3.5
U9BX6bMvXHk8umBYnS3Dog,Mexican,1254,4
AUyKmFjpaVLwc3awfUnqgQ,Mexican,272,4.5
sLWWrz0iteDNQQJJ21FBUw,Mexican,320,4
JzUg9hbxpAbyvs0JzbFruA,Mexican,229,3
bbb6QZReetkrrubqGWJokQ,Mexican,419,3.5
HwDu45zV90Wmprn6sPttCQ,Mexican,173,3
J_9-q-WFMWg5swNVzzZ_XA,Mexican,323,3.5
RLjlJPtciMdE2nEurLmmNQ,Mexican,94,4
H9GD7km7riFooM0FkdwOPg,Mexican,2274,4
ojeMH0rbOOMx9ajChbVkJQ,Mexican,351,3.5
rWhN2fYnfgJctQbuFPSbdQ,Mexican,459,3.5
TJCyocLYrUBfbf8r0DaBXw,Mexican,165,4
VOAryQk18GIxwErygoranA,Mexican,405,3.5
vN1CYP0WNSPfdmZAstfdOg,Mexican,144,3.5
QwL5LS436Xjo9MHFi2rc-g,Mexican,1091,3.5
mVaslo987DCd3YC_0FtWxA,Mexican,393,3.5
JnOYZqzRBHkEB_mvMXph_g,Mexican,40,3.5
zxdsVR_hHUzhBFfus4yd7A,Mexican,869,3
PWFK0nvJ23Xkk_B4C5Q4Aw,Mexican,46,4.5
1UqrqRx_35w87pQeg17Gqg,Mexican,342,3.5
PbLGoaIkihF2JPnVRFtxxw,Mexican,55,3.5
1Ylu26XW3F6gSJWdFw6-8g,Mexican,206,4
jQjQHNAM8xXB73kFkfg9kA,Mexican,134,4
1m6viubAWUgsTgguIrJT6A,Mexican,666,3.5
rssWR0396cR0Wy89azPYXA,Mexican,75,4
uipFunIVqRWwopfEvrscyQ,Mexican,351,3.5
oNYP0AFOSw_oZEHkF_f0kQ,Mexican,93,4
7xY3vxBy7yFF5dVAi-6hPQ,Mexican,46,3.5
8WnHtvMdPWE66eSkUdbLhQ,Mexican,496,4.5
0u411BT5S3hGdnjkQ3eLOA,Mexican,1077,3
zNcDCPiUsE5aT6jyaCVtmA,Mexican,77,4.5
ZIfh0Vv86ktGZDdM3YME-w,Mexican,227,3.5
Pda9zJfg0pRABp9krlJh3Q,Mexican,26,4
G08lAFISY_k1pNxWW6afww,Mexican,85,4
Q10FeFs1mtNchv1NbNcsLg,Mexican,86,3.5
UmY9dyGOclJ0tGbn1IozlA,Mexican,280,4
l0ZOGV9tohkpfHiZ-3XSRg,Mexican,28,4.5
WqjqHMozyW42XLTtLnKGag,Mexican,607,4.5
q2D80--iDkSwf_OKsS-jdA,Mexican,544,4
kKRzPQD6XF5Nx3pX2R8NIw,Mexican,52,3.5
HLPCElXTqPD6JERdnJM_gQ,Mexican,199,3.5
foAYWheDCF9wUyKPuOGYow,Mexican,306,3
H08vCdbcP3oy0cBEKqM5KQ,Mexican,69,4
o-KRgyTJoM4EM-K-rwe86w,Mexican,499,3.5
7xW-mmylJCNQgYw88Ur89Q,Mexican,200,3.5
D7w3Nk3H0oDYZSIAaRgYRA,Mexican,238,3
5LO5C4doYF_UP2OB29zYMg,Mexican,610,3.5
LyCE268_fz_MAZieFZY1lA,Mexican,475,3
bVi0Rk_GfkrJJELLXaqEeA,Mexican,71,3.5
xmbBNjDuGEyeQFTkQPHMLQ,Mexican,71,3.5
R5jpETY0OshPn-AeJjs0fA,Mexican,880,3.5
4QVG74AmkmhjE63-gwyWow,Mexican,21,4.5
6AJwsgXr7YwsqneGVAdgzw,Mexican,150,4
WE064Ln20S4MQVT1hETCCw,Mexican,202,3.5
tKpTRuNe7JJD6IYFPVCXNg,Mexican,173,3
mmAlHhnTDXIohPC3wfl0hQ,Mexican,674,4
hAqVb9_eVaijpAJknfhZug,Mexican,278,4
qZfJbJPxZUkC66lRldcbGA,Mexican,227,3.5
H-EZ1g_3M8oNHctGjnddwQ,Mexican,281,4
6Pa3-9piblDJu0l8u84Jhg,Mexican,212,4.5
PZM0lwv0i0ZRpyzioRU8SA,Mexican,60,3.5
Ko95LRE9AAvb2Lk9Iwh2-Q,Mexican,639,4
vsQjfOXS10MQ8_CZ3amhVQ,Mexican,226,4
iUsk8CPoDyoBmwVdU1_9QQ,Mexican,26,4
V1DdkgD8O2B33GruALTBNw,Mexican,24,3.5
0o0s6bUIuy0LTGNR3xYzzw,Mexican,326,3.5
3vBVnzsJLRh8WtW3awKxeQ,Mexican,85,4.5
t86q8MbsrW8pB8bmfwPWTw,Mexican,378,3.5
T1k1t6NCxNa_2EZ1Sl-heQ,Mexican,95,4.5
QIsFsiOP3H_NkgeWST7GPA,Mexican,250,4
AuKtb5a8DEe1qSVe_vwpzQ,Mexican,16,4
frWu5KfSULdCHd0GmA-ytw,Mexican,617,3.5
NMvGg6AwvEMUEjIF1z9Ghw,Mexican,13,4
EHUNrnIgnhwTnpOm3gEESg,Mexican,511,3.5
Guy0Mow5rqt4a3RDMRTY5g,Mexican,125,4
4c4Uwb5yUqXJ-inkcDinIg,Mexican,218,4
14gt2epj7Tbbcu1HRwjwBw,Mexican,6,4.5
60sLpAHHl-IvANGTRzfCow,Mexican,10,4
4IE9hPuy5QIWVdaETUEG_Q,Mexican,284,3.5
yvva7IYpD6J7OfKlCdQrkw,Mexican,96,4.5
GXK3j99VZK-7JJ0YrtIR0w,Mexican,34,3.5
sMck1jbU2fWNUdEx2BQCqQ,Mexican,188,3.5
17F3KNRiGTPdDonxCEL5-Q,Mexican,175,3.5
uvcEo61aL2F8e4PCzwZsYg,Mexican,104,4.5
p7MviobRqz5rvdzmsjBdEw,Mexican,160,3.5
zOvh6sF_85dyfy84PKmB-g,Mexican,163,3.5
jzVv_21473lAMYXIhVbuTA,Mexican,307,4
6rM-N1SBbKPC7DWZNg5awQ,Mexican,203,4
cqzTgTxWn-_NJBw6EGPKfw,Mexican,374,3.5
ZVtui4cnUs7iXRJMDD1GwA,Mexican,29,4
Sk-mHDPvuvlCjT1BGKoH4w,Mexican,218,4
sNr7HL0CE9AJu_SJNfRBZA,Mexican,19,4.5
9laSSXnr4F16gURfUBbZTA,Mexican,58,3.5
mdNall-R8nQb6gYLxWlJMg,Mexican,93,4
x9wa2M7gvf32swUSBP3uXA,Mexican,682,3.5
lL5DgsvOuiI8nMQcjK1bMA,Mexican,2,4.5
SP4bvMvxel_UPdof_er3HA,Mexican,339,4.5
yl214H_cUd1intjVAeE1Mw,Mexican,57,4
LQHegfNHe7ylY3bocrFlpg,Mexican,1106,4
5Ota_iMwlPLPrap-KfQrgw,Mexican,655,3.5
wOvCuvf0ftfTxQ-8NJ6V4A,Mexican,12,4.5
nY7jGZGMR7XA95t2uey2hA,Mexican,99,3.5
JywbRdA7yskb-06WbjUjKw,Mexican,223,3.5
oZ9cRTtb0dqDT_KcMdMvoQ,Mexican,154,3.5
FkA9aoMhWO4XKFMTuTnl4Q,Mexican,149,3.5
WyeBhonhjnjzzpuPJ1euvw,Mexican,56,3.5
HDDYiEkZpVgHpCDLP4FEFw,Mexican,10,3.5
q__dTB3y_aMwoqhDsg8ImQ,Mexican,181,4
KX7-L2PTl_ZM1ufx2tVVVA,Mexican,53,3.5
NvyOagUcodDPHSDF5Vhbmg,Mexican,378,3
N90gLDq4XgqYanlRqaeNKg,Mexican,243,4
A8qXfx_LBI6fnOhxDmvIOA,Mexican,127,3.5
uLWp1QR_W2WJImMnB706hg,Mexican,89,3.5
KzJYO3-2k9XJhOHVpXayZQ,Mexican,199,3.5
Yilk_Ucz4L6w9EmvAS2gHg,Mexican,364,4
VsqHs36uLxhqmjo60r1aJA,Mexican,251,4
VoEB81AQajTsatt56aiTLA,Mexican,60,3.5
95a04LtXLX6gePhPEwff9A,Mexican,249,4.5
_PWUuHHqyfJBrTROPR72Fw,Mexican,266,4
1HPdyg0OLRkjHeixVmbu0Q,Mexican,66,4
mykhv_-D5kREsbwCjeB1AA,Mexican,12,4.5
UBqLK5kg0kT72CIaBYa5Zg,Mexican,355,3
XGdUYzkPkX94RoLlPDymeQ,Mexican,30,4
hV5JjlaSFrXezfZLHSaWeQ,Mexican,386,3.5
fjE_lpKblhrN_48X2ca-7w,Mexican,223,4.5
jf95dOTlZB7oPWz9JLgaQA,Mexican,3,5
vpWPgusmUD0cYNKf0uEQIw,Mexican,172,4.5
RyEd54MOTc5OcYtOiDt11g,Mexican,673,3
mIb2fcxjJ81y8omv7oyi7g,Mexican,48,3
vZZK2TY8_oZefgSYbgtYAQ,Mexican,239,3.5
DHFEpeJXemrdxIuGGcyurg,Mexican,568,4
anBWvFPOce4nl3qLX-H6Rg,Mexican,20,4.5
h7_M3CISwvFVqgLG8xcSbQ,Mexican,305,3
AgAkUVLN_axMY-bzbNCfCw,Mexican,1580,4
QJ1o9d1PVEE676rbzRUNjA,Mexican,155,4.5
rPTtQ-FO_F9tMJDl3m50Bg,Mexican,237,3.5
EZZh8594pRwAM1e_WVGeFA,Mexican,4,3.5
aIigHZBgXDHXalBZMRHsvg,Mexican,187,3.5
#NAME?,Mexican,259,4
vIDX92ttk7H-266e1Qo7RA,Mexican,125,4
4rAXH_bl_iJ1BwHp7I3rYg,Mexican,212,3.5
MRF4bNFPAyHe2rMS1yZobg,Mexican,81,3
WJIU2Cu6i6-9n-ZUE5rEQA,Mexican,80,3.5
GeL6wGdzhdEhuIFQau3ocQ,Mexican,107,3
AwSifv9HiaKrUWNV1TDGCA,Mexican,807,4
7RgdHGMY9Xa2Ur5y7vSBZQ,Mexican,252,4
mJVO64T1WWzJYvNlbLSQNA,Mexican,19,4.5
wAmWk6hQaHjREDVe8z2otA,Mexican,153,3.5
xlv_CcDXH1hkG4Wq5mECkQ,Mexican,245,3.5
USbP_ZBNSP0h_gja_xob5w,Mexican,7,4.5
f7-4kTNeYOhZdtJgXlbqBQ,Mexican,105,3.5
0XuJtcq9nMdAWyhJ_fZC-w,Mexican,2,4.5
EhJO7B2hzHq8NT8iFKoCwg,Mexican,60,4
ir1jLDagZiMaHo7My4oUDg,Mexican,284,3.5
8Gg_SoA5TA7pLNB-xuPhPw,Mexican,62,3.5
RjblkxUBTtzG-tcgFyCofA,Mexican,30,4
drHqgDkBC5lDv1Qge1IyZQ,Mexican,31,3
_XPusO4eMV3L9TiD38I4gw,Mexican,38,3
qGpDDZKwlkuJNL-OurWivw,Mexican,45,4
8-boHR8m_gWYHF4XXasYbA,Mexican,7,4.5
XYyIWs-3J4bZRZDfcsMquQ,Mexican,204,3.5
Z3wa8EmAr0yfihPZZMLE_A,Mexican,63,4
9OUXhF3r1CVF8jahUanMbg,Mexican,284,3
kawmpvfSzhDAy9pk8n3MxQ,Mexican,159,4
KNo4WyHcQ8Kwd4zXy_mhfA,Mexican,1,4
j4ZaQA8Ht9MFKz942uRG7g,Mexican,423,3
F76RYME8VeIIJDkVCOe0rg,Mexican,192,2.5
hLwzr3ku6D2zsW9OUmp6cA,Mexican,36,4
#NAME?,Mexican,26,4
4jucppz-BA0MiY06DjuBYQ,Mexican,88,4.5
4YeKYQoZHCx2xkbjmNhMbA,Mexican,165,4
oXyPSK-GWPNv4W5ARFchMg,Mexican,11,4.5
HOEjrJUwKBxSmQRVSILS8Q,Mexican,268,4
fTyE8UGWb_4Q05fd_H6YPg,Mexican,244,3
juULANORQ2onWkEvSMjlaw,Mexican,101,3
ePdAQHh3ZlktMZ4YTLWpwg,Mexican,5,4.5
b_3yI7FXcIle71lD9Tulww,Mexican,23,4.5
SUVMcqAwPHhcRMtfv_djRQ,Mexican,287,4.5
3DNtS1_3gobrYQBAwDx4DA,Mexican,629,3.5
tk5cnLJDAlUmX_ZYBGzw1w,Mexican,6,5
sp0TJe-0NrjbNf5cl8BOFg,Mexican,1,4
6_diNjI8MJUWDyYT2mjvSA,Mexican,47,3
XmogJstBXGY35Y3yjlI9yA,Mexican,1,4
JPOjbYV-4NG1C221UVUtiQ,Mexican,173,3
16bXxf22x14xrzvVWbFeHQ,Mexican,43,3.5
GVc1Eh-Welogn5qgaK-PFA,Mexican,2,4.5
e9nKK7tldpI2o_9eHZ2y6g,Mexican,5,3
Ck09FempamAKGSPsV_bX-A,Mexican,483,4.5
hrswGldQVdR9OJRtqp0TxA,Mexican,359,3
PsYY7NHs5cFEI5hW5IZUlg,Mexican,325,3.5
KCKtnYuIh9w8nWXWL11mfA,Mexican,3,4.5
1RH0vDVLgWrzJ2T0-PGM3w,Mexican,7,5
QP77bL34-vftZFZZC2N7sQ,Mexican,70,3.5
9a6I0FhQ-S7wZo4OaLThzw,Mexican,36,3
yqU1-chsjix3T4EMY2MyxA,Mexican,176,4
jYRhiPw2qCSWxZTcp3DzIg,Mexican,6,4.5
_URXTaYBbd2XX5qJbDkKAg,Mexican,80,4
SiwsLmJ_7sxt2C7S-8muTw,Mexican,62,3
X6A6a8hTPd1pZFNZE80TfA,Mexican,100,3.5
AgHjo6NP9VTuAU8jCKFHjw,Mexican,98,4
zjnnccSIpMdx5fN-MxAr_w,Mexican,495,3.5
4zBGXDXg9DzK0IROwCUeFg,Mexican,512,3.5
T8VPr7B3IaQ51fuDWz3UaA,Mexican,12,4
3oDDddw8eggbiEkthCRK1w,Mexican,2,4
mNS4lJ66nND2cRoxF9aP3Q,Mexican,206,4.5
h8J10FpJGaU_4OvP2MgoKQ,Mexican,171,4
xNgaGyePJ7fyZ9D0J74-3A,Mexican,298,3
h_ITJux-MF0YcmZx8KRHtA,Mexican,34,4
EHdC-1lUdVCzUgcQus4wNQ,Mexican,2,5
PtiKYwe-8DlwNOabLKgUpw,Mexican,33,3
TPN2at7fMDHxeGYuQdQZVA,Mexican,229,4
sul_ihulQ5VUPNbk9liWqA,Mexican,272,2.5
R6cdgEFQwu0vDllP5tEWUQ,Mexican,186,3
G8JRGtO-S-zHbDZCmIK0gQ,Mexican,60,3.5
mgl-H8o6Ld4B3Zlrv3_bYA,Mexican,79,3.5
kwknIGiHza2sjdt-bwPGwQ,Mexican,146,3.5
tIjQyHOubGeKRnx4wSwOeA,Mexican,447,4.5
7Er3ykMx3xUzw_kAyoyz4w,Mexican,80,4.5
hUo4q9yZmZTyI-GECcP7ow,Mexican,25,3.5
v3dmPrIDJsvPII0WACZvpg,Mexican,4,5
EzKvmyYk-7xQZ47Me-NDwg,Mexican,69,3
TYVIfbcJ3YT4CP1roKMshg,Mexican,536,2.5
_Pz5L7DGORcaThGB4CWcfg,Mexican,24,4.5
YYB2lPax5wAdeNWUcm5WAg,Mexican,126,4
zxMoUHqFiI3rKoKdY8SFwg,Mexican,624,3
36NGJ_vn81vgdSi15WyHKQ,Mexican,46,4
XJ8EaZig8kn5z984eeoCRQ,Mexican,260,3.5
WZLhPYaYSFy7M_-Jh1VuNw,Mexican,84,3.5
Lq9HxEUrkceCUDut00qlHQ,Mexican,165,4
441p9X0RMR4epB_yOHs73A,Mexican,287,2.5
RGSjUKs-hNpCSafrFcU-VQ,Mexican,210,4
QH3VbBAf7MlePoaipxT4pA,Mexican,338,4
J7hRmPAGnOcd2OJsN_eV9g,Mexican,34,4
NKDLr_aBy5WRX8-JR_SGyQ,Mexican,140,4.5
qosp2vDDXks8eMGH7p4WSQ,Mexican,649,4
r23ZiJmpBWBIvQlT069atw,Mexican,9,4.5
X2C0_I0seTtjW9uL8e8FBw,Mexican,260,4.5
POGfmcCkuLpkP_Vz98DuwQ,Mexican,648,2.5
wflQFYM4PHZM5sfWXl0aOQ,Mexican,70,3
UmFhqdkv1cgUifxSP5KN9Q,Mexican,7,4.5
1-QgkACd4atRtc4AOGWz_Q,Mexican,70,4.5
9z2lUyfzZV8b2rkkiwSM4g,Mexican,766,4
CfOBb6NU2awo8xclJpKU3g,Mexican,70,4.5
ipmOYDh9snm3ZUv546MACQ,Mexican,132,4.5
G92jSUckfs4MhD6bGPyHow,Mexican,14,4
KyOtOluTH8c8SICpf85thg,Mexican,193,4
FrYsIO_pXB6csWkvy-nfbQ,Mexican,49,4
0KeuqyRSUAYLwMI-3ZAZJw,Mexican,23,3
9qOUxAQD6Tasr9TVUlSvdg,Mexican,104,3.5
bO8x1Xvtyj4_gUxtX-sjrA,Mexican,40,3
9ijkw9x8oSSSnsUo5uR4Xw,Mexican,134,4
HSQrBVZ0wiXYs96yEt2qUw,Mexican,270,4
2ewrI499NSsA1sNX30K5Dg,Mexican,58,4
gCwbwgUkihSjK75EpzwWHQ,Mexican,224,3
wtQHeGI3L04xCJ5jODsRlg,Mexican,407,3
iK2jJQA72XRjf4nUD3cAnA,Mexican,631,4
TleAd45T6-9TP7FBO19dww,Mexican,9,4.5
E_XstVPsYMbU4sNTIttarQ,Mexican,237,4
3omBIylGFJugwLgNgUgOXw,Mexican,961,4
bZ1x7QN9ylQiGgBXS0I_9w,Mexican,31,4
AGwgDMaC6m4CjOohQRIBcQ,Mexican,2,5
HqI1ROCmZa2THlBxT9nyrA,Mexican,128,4
Hgd9S3yF78Yv6mewc44QVQ,Mexican,1,5
rKhwtWGawgIXnTVW3Nl3YA,Mexican,64,3.5
JFlt7BDll3JUDy78vJ2q1g,Mexican,13,4.5
fMjB4RkJ_FLd7nkaGOyJ9A,Mexican,3,4
ZZxYVgodx2TxbYwh-0YU1w,Mexican,470,4.5
h1PXV90jW1bXIWVlKiF0NQ,Mexican,34,4
jgFMmMnwipOBv8jOUQpjRQ,Mexican,316,3
msgSu47zDFtm6vdaHlT-hw,Mexican,179,4
jKUF-ts0Et40ri33NDiMDw,Mexican,22,4
7I-4qCgJq3n0yan1ChE-ew,Mexican,332,3.5
R4L19kfjFVoJoiRw_nXmqg,Mexican,129,3.5
XsxnMWdMpVixA7Yyq_vq7Q,Mexican,71,4.5
zb45GcwBARV0DndrwAr-9A,Mexican,232,4
OwV-MtDBC2H08rVcBqP2mA,Mexican,2018,4
qXdxckyNMQ_jFz7ZFvAWXg,Mexican,116,3.5
qiiRhWjklqzxS4ApGKLP-Q,Mexican,1,5
hdBhZcdZGHkTESrldAObJg,Mexican,120,4.5
W5j4EA1fDT3EKdXdKABG3Q,Mexican,280,4
yjg69OagV5rF6_V_zpEsHw,Mexican,37,3.5
uGUXV74PbdcYeHEqntDh2w,Mexican,20,4
CaFkfhLxjzPAxS9-G6lNVg,Mexican,192,3.5
AStYD2Uo6NR1gzZ0xXrn9g,Mexican,121,4
JRiHG5F7Dc3Ce1YKBet3wA,Mexican,7,3.5
okNIE5TrZVy43GI0A3aUIw,Mexican,951,3.5
X2mfQ5SOE5eMuUzPrI_pwA,Mexican,624,3.5
9tlYA026rvZ0m6OBUeZX7w,Mexican,34,4
SfPw0ZGXrqvcq_xLGSFuhA,Mexican,13,4.5
L3ekOOsyK_HfFrf5MzQA_w,Mexican,27,3
g4NwsmgkpdEMRvUmLzVLVA,Mexican,86,4.5
hmx8vUMYJPTbfgN8c7A5LA,Mexican,252,4
m3C3d47Bh4NJHGXvT6Rqbg,Mexican,84,4
b1YI5HyveAliyFh7Tuiszg,Mexican,42,3
DaZ7-WpvtPkZxViVzt9pnQ,Mexican,138,3.5
jFYEsw6_4y4VMpSVB863sw,Mexican,610,3.5
RThvexVhZQ8KA6JAr0UkCQ,Mexican,339,4
zwi1iX5X6fCWCKl3wt75fA,Mexican,8,3
YuBLRUuQ7J9rGZzrC91Qmg,Mexican,13,2.5
2WjCRp9PwNzM-6HrY1V2Gw,Mexican,502,3
rHp_v8fU82U93hYPj3L_3A,Mexican,213,4.5
8F3LlIYk4-Fn5HBC_1r6Gg,Mexican,112,3
fJXCMGOhaS6rKGjoGldSSQ,Mexican,195,4
W_0AX5JL3QZnX1oQNxQGtw,Mexican,64,4.5
5fUY5sq00VMPdb1SDJWBug,Mexican,176,3.5
KRyzOZnbK-A7NmJM7xn21Q,Mexican,105,3.5
H4EbLs2Gne5-EAaKMrVBEA,Mexican,512,3.5
x4W0rufd01dP8ieMhlTqmQ,Mexican,31,3.5
1WUdvbRlqqLidaWexQc-ng,Mexican,60,4
_B0NHhM3GmirV68XE5csSA,Mexican,10,4.5
cQGW6BWU6lppWVSwlFBDgA,Mexican,111,4
-7mvJpV-gmOCT0HFNOhMNA,Mexican,71,4.5
iV4Qm5DnGChgrnbYG20ASw,Mexican,257,2.5
GuqvwAFpjjz3m3vicbJBTQ,Mexican,38,4
paogBWxBRdyByOGAkln8Lw,Mexican,49,3
0tzK7l-DWDpG5UrYKL_mxw,Mexican,68,4.5
sBP8072dTkHDHyS8MTaZcQ,Mexican,37,4.5
6k6PRNSLnExNes-iGcu1EA,Mexican,83,3
gQVXiIJxyT03Is4XeZrVbQ,Mexican,27,3.5
Gx0L9ssZi_P1z1v8BRaHIg,Mexican,7,4.5
q6EbiaYxlQeWm_5J3EHAdg,Mexican,126,3.5
hOLv0a65RSb5QvFd0FrYjw,Mexican,54,4.5
unWoFZeSWa0DK1YMekO_Uw,Mexican,400,4.5
yv62UKpzZNJCPiuiwNibNg,Mexican,10,4
tt91_FxQHt2H_cmVbWFU_A,Mexican,31,4
LYDx1mo23fYTIUOpi7UojA,Mexican,2,5
529zJk9IcMZt4txd6ITTCA,Mexican,12,4
qtxoNOoblhVfN8dZUGboGw,Mexican,338,4
Rc1lxc5lSKJYd162JHNMfQ,Mexican,1724,4
hiEgXuKHzCZDg6ByV0HuTQ,Mexican,376,3.5
UEf5L44HjzyapxyWiUSfwg,Mexican,4,4.5
f7g3GhoQs9nQVTJEL2p48Q,Mexican,384,3.5
nFheFe5nU7hSSydNjsliGA,Mexican,5,4
r3bwyyc48GoqIFYLd4gOXw,Mexican,3,3
EIpQKo3NhAsYAZIWqxuDFQ,Mexican,36,3.5
SRLrnScmDyJpS28wvWeJNQ,Mexican,471,4
wO9FMvtYqsJoYrnHDASE0A,Mexican,161,4
bly3jHNlMEiNCDTYB-qbrQ,Mexican,1,5
FXgSgiLg6xgOO8zrG51mzg,Mexican,48,4
T30fVIwEeJMvJQm9tikXbA,Mexican,53,3.5
a9rBsBs6DFNbsKvAmbq3BA,Mexican,35,4.5
ZsCoRBQeHfdxi9qLlfH4dg,Mexican,83,4.5
ht2lc-By8ilj2IQKK4vn1A,Mexican,19,3.5
hyKnC3_a86vaY2iZUkygWw,Mexican,216,3.5
_VXlKJEUEoP0wG6ZxruteQ,Mexican,41,4.5
L1-qxIGlGqad0mLWhW1PUg,Mexican,6,4.5
toiHLM1XzBUcBYj9iPHh2w,Mexican,5,4.5
bNPYPLuCjnRvRuL56otJiw,Mexican,86,4
7zjeUx9aWRGpJmiOuk45zw,Mexican,834,4
qUkFTWe0D2fq63qfiXDpzg,Mexican,3,4
mhhTORjUdXj-UIDjyGmhBg,Mexican,730,4
7KO4zcBtc2-2M5kJLfl0kw,Mexican,338,4
YOuxIvQh4RbX14Sh98m74Q,Mexican,11,4.5
c921DfWPCxG5qJ687TU6Xw,Mexican,34,4.5
Xu8H24NxJJxEE-9wGp_AMA,Mexican,204,4
uVfOB37NyYEGRs5FITM-nQ,Mexican,159,4
Uj3QA_FsDcGtn_kpsIxU1w,Mexican,24,4
HrrJ1OdstzLJCC5JQrHWGA,Mexican,11,4.5
mhrLDFTxUzW2koRAzjlt5g,Mexican,861,4
ePqKbqXFBCbwBaWiN2Jo9w,Mexican,148,4.5
Hh9glEE_xDYT_pPUsRPXlA,Mexican,2363,4
qIOAlXCCYrwN0VxEEH-Tmw,Mexican,1098,4
rAKTm3QwNgrIcex6ReQC2g,Mexican,154,4
#NAME?,Mexican,22,4.5
zGtR4FNGDD1EjdxIzKF-HA,Mexican,643,4
znlol6dCKwjoXpZZwV_ZOg,Mexican,89,4.5
ng647hYAjWC4XANaACiPXA,Mexican,104,4
t5bLApk2dbQPJiLuzfy5tg,Mexican,228,4
cOUYYcrOeManYPyuun_xVg,Mexican,22,5
z_emTJ2d3kDEe8mz3w-KNw,Mexican,69,4
9YXvNE2jpEhA4k6M8WDH7A,Mexican,412,4.5
mpIy_AMoY-3K5u-JFQQ1uw,Mexican,278,4
2F8_E_AU9CK0aiEOfBP1FA,Mexican,327,3
yrXECkTezsI0Twgalc7M-A,Mexican,244,4.5
5IR02V3Bbkcbs14yfKNDTQ,Mexican,98,4
evJqF34WN9Bz73j99vDTCQ,Mexican,159,4
eTR6nfHvQzvKX7Dcd6JrfA,Mexican,366,4
BRqPr7YpcQCu23e5i__Frw,Mexican,24,4
PqX9bDlDCc6qOZd2vw4tYw,Mexican,162,3.5
xsomq3qW2hmjFih64wZRlQ,Mexican,64,4
37UBDZl-wH6UBRVjAif_pw,Mexican,53,4
53zd9Zi8EKMpLd6OXNm8Mw,Mexican,192,4
l9-qUMM99-8yxZ5uQD2Vyg,Mexican,4,5
DGa4PysLx10aRnXqRQ4Cng,Mexican,62,4.5
a4yyl1rPu2id2M33_ftKXw,Mexican,144,4
zBORlLYwMqqJ_GOX6K31mw,Mexican,391,2.5
Fp2QuKOu_zCjOxbyCLfnjw,Mexican,63,3.5
HfVMTVjgxumjFpUF_T8mqg,Mexican,99,4
vQTMu1jkFZUIkb_EmYPa9w,Mexican,22,2.5
g2LFwlFjAd9RdGC3zxwkYQ,Mexican,12,5
FnRDmXgQ291zkRb63Rjb9w,Mexican,168,4
AxSAKs3UYLjDzt0uuaow_w,Mexican,2,4.5
KAxcJeeSVuJwiCACjlLnrA,Mexican,3,4.5
vUzvlghgEgGClsdiwz2Bfw,Mexican,94,4
QbDy2I6ENbHP-B89tH0sUQ,Mexican,66,3.5
#NAME?,Mexican,61,3
